codigo_candidato,data_cadastro,nome_completo,sexo,uf,faixa_etaria,nivel_educacional,setor_profissional,tempo_experiencia,qtd_certificacoes,idioma_principal,salario_esperado,salario_oferecido,aceita_viagem,aceita_mudanca,deficiencia,foi_contratado
384,2023-11-13,Candidato_384,Feminino,DF,64.0,Tecnólogo,Educação,4.1,1.0,Nenhum,9000.0,8300.0,Sim,Sim,Não,0.0
385,2023-06-22,Candidato_385,Feminino,,48.0,Graduação,Educação,7.0,0.0,Nenhum,3700.0,4100.0,Sim,Não,Não,0.0
386,2023-02-12,Candidato_386,Feminino,RJ,44.0,Tecnólogo,Saúde,3.8,3.0,Nenhum,5900.0,5700.0,Sim,Sim,Não,0.0
387,2023-06-09,Candidato_387,Feminino,SC,28.0,Mestrado,Marketing,4.2,1.0,Inglês,8700.0,,Não,Não,Não,0.0
388,2023-05-21,Candidato_388,Outro,PR,55.0,Tecnólogo,Recursos Humanos,6.4,3.0,Alemão,6900.0,7700.0,Sim,Não,,0.0
389,2022-02-05,Candidato_389,,MG,22.0,Doutorado,Recursos Humanos,3.9,0.0,Francês,9300.0,10900.0,Sim,Sim,Não,0.0
390,2023-11-16,Candidato_390,Outro,PR,25.0,Graduação,Educação,5.8,2.0,Alemão,2900.0,3200.0,Não,Sim,Não,0.0
391,2022-01-20,Candidato_391,Masculino,PR,51.0,Tecnólogo,Financeiro,5.7,2.0,Inglês,,,Sim,,Não,0.0
392,2022-11-17,Candidato_392,Outro,BA,29.0,Graduação,Engenharia,5.3,1.0,Francês,9700.0,11000.0,Sim,Sim,Não,1.0
393,2023-05-27,Candidato_393,Feminino,RS,55.0,Graduação,,2.7,3.0,Francês,,5500.0,Não,Não,Não,0.0
394,2023-02-04,Candidato_394,Masculino,DF,18.0,Mestrado,Educação,7.5,3.0,Espanhol,9100.0,10900.0,Não,Não,Não,0.0
395,2023-10-16,Candidato_395,Masculino,SP,48.0,Mestrado,Administração,9.4,1.0,Alemão,6500.0,5500.0,Não,Não,Não,0.0
396,2023-04-16,Candidato_396,Outro,DF,,Doutorado,Marketing,5.0,1.0,Alemão,7900.0,,,Não,Não,0.0
397,2022-05-23,Candidato_397,Outro,PR,62.0,Ensino Médio,Engenharia,2.9,3.0,,9500.0,8400.0,Não,Sim,,1.0
398,2022-04-02,Candidato_398,Masculino,RJ,,Graduação,Educação,5.1,1.0,Nenhum,7900.0,7100.0,Não,Não,,0.0
399,2022-12-20,Candidato_399,Outro,MG,47.0,Ensino Médio,Engenharia,7.0,0.0,Inglês,5800.0,6400.0,Não,Sim,Não,0.0
400,2023-12-28,Candidato_400,Outro,PE,41.0,Doutorado,Recursos Humanos,3.8,1.0,Alemão,8100.0,9600.0,Não,Sim,Não,0.0
401,2022-02-20,Candidato_401,Outro,DF,20.0,Graduação,Educação,4.7,3.0,Espanhol,5700.0,5900.0,Não,,Não,0.0
402,2023-10-27,Candidato_402,Feminino,PR,28.0,Graduação,Marketing,5.7,4.0,Francês,,8600.0,Sim,Não,Não,0.0
403,2023-11-29,Candidato_403,Feminino,MG,62.0,Ensino Médio,Educação,7.4,,Espanhol,4500.0,3600.0,Não,Não,Não,0.0
404,2023-07-29,Candidato_404,Outro,SC,21.0,Tecnólogo,Saúde,6.6,0.0,Nenhum,,5800.0,Não,Não,Não,1.0
405,2022-07-09,Candidato_405,Outro,RS,43.0,Mestrado,,6.6,2.0,Inglês,9400.0,9800.0,Sim,Não,Não,1.0
406,2022-05-05,Candidato_406,Feminino,CE,44.0,Tecnólogo,Educação,,1.0,,6400.0,6100.0,Não,Não,Não,0.0
407,2022-05-30,Candidato_407,Feminino,BA,63.0,Ensino Médio,Financeiro,5.8,3.0,Francês,,10600.0,Sim,Sim,Não,0.0
408,2022-11-10,Candidato_408,Masculino,MG,,,Recursos Humanos,3.6,2.0,Francês,13200.0,12200.0,Sim,Sim,Não,1.0
409,2023-07-24,Candidato_409,Masculino,RJ,44.0,Tecnólogo,Marketing,6.7,2.0,,6900.0,6700.0,Não,Sim,Não,0.0
410,2022-12-08,Candidato_410,,RJ,59.0,,Financeiro,7.3,2.0,Francês,8200.0,,Sim,Não,Não,0.0
411,2022-11-01,Candidato_411,Outro,MG,23.0,,Educação,6.1,0.0,,8000.0,7300.0,Não,Sim,Não,1.0
412,2023-11-23,Candidato_412,Outro,RJ,32.0,Tecnólogo,Marketing,4.3,3.0,Francês,7500.0,8700.0,Não,Sim,Não,0.0
413,2023-11-13,Candidato_413,Outro,RS,47.0,Mestrado,Saúde,4.6,2.0,Francês,8600.0,8500.0,Sim,Sim,Não,0.0
414,2022-02-23,Candidato_414,Outro,RJ,59.0,Mestrado,Marketing,8.6,0.0,Espanhol,,6300.0,Sim,Sim,Não,0.0
415,2023-03-20,Candidato_415,,DF,54.0,Mestrado,Engenharia,4.3,2.0,Francês,5700.0,6500.0,Sim,Sim,Não,0.0
416,2023-09-05,Candidato_416,Feminino,CE,54.0,Tecnólogo,Financeiro,7.1,2.0,Nenhum,3900.0,3600.0,Não,Sim,,1.0
417,2022-09-21,Candidato_417,Outro,RJ,59.0,Doutorado,Marketing,5.7,2.0,Nenhum,6300.0,7100.0,Não,Não,Não,0.0
418,2022-02-22,Candidato_418,Masculino,CE,54.0,Tecnólogo,Recursos Humanos,4.3,2.0,Alemão,,7500.0,Sim,Não,Não,1.0
419,2023-07-26,Candidato_419,Outro,,52.0,Ensino Médio,Saúde,2.3,3.0,Nenhum,5100.0,4500.0,Não,Não,Não,0.0
420,2023-09-12,Candidato_420,Feminino,SP,40.0,Tecnólogo,,5.4,1.0,Inglês,7500.0,8900.0,Não,Sim,Não,0.0
421,2022-01-05,Candidato_421,,,23.0,Mestrado,,5.2,2.0,Inglês,6800.0,7700.0,Sim,Não,Não,0.0
422,2022-04-13,Candidato_422,Feminino,,21.0,Graduação,Marketing,,2.0,Inglês,5800.0,5500.0,,Não,Não,0.0
423,2022-07-15,Candidato_423,Feminino,PR,35.0,Tecnólogo,Educação,3.3,3.0,,3300.0,3500.0,,Sim,Não,0.0
424,2022-12-16,,Masculino,RS,26.0,Tecnólogo,Administração,9.6,2.0,Nenhum,,11400.0,Sim,Não,Não,0.0
425,2022-02-16,Candidato_425,Masculino,MG,46.0,Mestrado,Engenharia,5.8,4.0,Inglês,8000.0,7100.0,Sim,Sim,Não,
426,2023-10-18,Candidato_426,Masculino,MG,30.0,Graduação,Financeiro,5.8,2.0,Alemão,12300.0,10100.0,Sim,Não,Não,1.0
427,2022-09-26,Candidato_427,Masculino,CE,,Graduação,Engenharia,3.8,1.0,Espanhol,9200.0,9300.0,Sim,Sim,Não,0.0
428,2023-01-05,Candidato_428,Masculino,PR,34.0,Ensino Médio,Administração,5.6,1.0,Alemão,9700.0,8300.0,Sim,Sim,Não,0.0
429,2023-09-28,Candidato_429,Masculino,CE,62.0,Tecnólogo,Administração,5.9,0.0,Nenhum,3500.0,3100.0,,Não,Não,
430,2022-04-16,Candidato_430,Masculino,BA,49.0,Graduação,Financeiro,6.9,2.0,Francês,3500.0,4000.0,Sim,Sim,Não,0.0
431,2023-11-01,,Outro,RJ,39.0,Graduação,Marketing,3.0,4.0,Alemão,7100.0,5700.0,Não,Não,Não,0.0
432,2023-10-21,Candidato_432,Feminino,PE,21.0,Doutorado,Administração,7.8,1.0,Francês,4700.0,,Não,Sim,Não,1.0
433,2023-10-19,Candidato_433,Masculino,BA,22.0,Doutorado,Tecnologia,5.7,0.0,Espanhol,5600.0,5600.0,Sim,Não,Não,0.0
434,2022-04-30,Candidato_434,Outro,RJ,54.0,Graduação,Educação,6.2,2.0,,12100.0,12400.0,,Não,Não,0.0
435,2023-08-27,Candidato_435,Outro,RS,58.0,Ensino Médio,Educação,4.6,0.0,,9400.0,10000.0,Não,Sim,,0.0
436,2022-02-27,Candidato_436,Outro,CE,30.0,Graduação,Saúde,3.1,0.0,Espanhol,5100.0,5000.0,Não,Não,Não,
437,2022-12-12,,Feminino,,51.0,Mestrado,Recursos Humanos,5.1,,Espanhol,,1900.0,,Não,Não,0.0
438,2023-04-19,Candidato_438,Masculino,RS,62.0,,Administração,5.4,2.0,Inglês,5000.0,4200.0,Não,Não,Não,0.0
439,2022-04-27,Candidato_439,Outro,RJ,39.0,Ensino Médio,Administração,2.2,3.0,Nenhum,5900.0,6500.0,Não,Sim,Não,
440,2022-05-07,,Feminino,PR,40.0,Mestrado,Tecnologia,,1.0,Alemão,6400.0,5700.0,,Sim,Não,0.0
441,2023-01-28,Candidato_441,Feminino,RJ,20.0,Ensino Médio,Engenharia,7.0,,Alemão,4400.0,3600.0,Sim,Não,Não,0.0
442,2023-10-03,Candidato_442,,SC,59.0,Mestrado,Engenharia,,2.0,Espanhol,,11100.0,,Não,Não,0.0
443,2022-02-27,Candidato_443,Outro,MG,51.0,Tecnólogo,Educação,3.0,4.0,Espanhol,5600.0,6700.0,,Sim,Não,1.0
444,2023-09-26,Candidato_444,,MG,49.0,,Educação,4.4,3.0,Nenhum,8300.0,7900.0,Sim,Sim,Não,1.0
445,2023-05-28,,,BA,62.0,Doutorado,Marketing,5.0,,Espanhol,7100.0,5800.0,Não,Não,Não,1.0
446,2022-04-06,Candidato_446,Outro,MG,38.0,Mestrado,,4.5,4.0,Francês,,9700.0,Não,Sim,Não,0.0
447,2023-09-30,Candidato_447,Masculino,RJ,,Doutorado,Recursos Humanos,4.9,,Francês,6500.0,7400.0,Não,,Não,1.0
448,2022-04-28,Candidato_448,Masculino,DF,61.0,Mestrado,,5.4,3.0,Francês,5200.0,4400.0,Não,Não,Sim,
449,2023-07-14,Candidato_449,Masculino,CE,38.0,Doutorado,Financeiro,2.3,,,5800.0,5000.0,Não,Sim,Não,0.0
450,2023-08-24,Candidato_450,Feminino,RJ,,Tecnólogo,Financeiro,2.5,1.0,Nenhum,,,Sim,Sim,Não,0.0
451,2023-05-03,Candidato_451,,RJ,28.0,Ensino Médio,Saúde,-0.4,2.0,Alemão,11100.0,13000.0,Sim,Sim,Não,0.0
452,2022-08-25,Candidato_452,Outro,PE,56.0,Doutorado,Financeiro,6.9,3.0,Francês,7200.0,8000.0,Não,Não,Não,1.0
453,2022-09-29,Candidato_453,Masculino,CE,21.0,Mestrado,Saúde,5.0,1.0,Espanhol,,6200.0,Sim,Sim,Não,0.0
454,2022-07-08,Candidato_454,Outro,SC,18.0,Mestrado,Financeiro,7.1,,Francês,8800.0,8500.0,Não,Não,Não,0.0
455,2023-12-05,Candidato_455,,MG,45.0,Tecnólogo,Tecnologia,2.7,2.0,Nenhum,7000.0,7300.0,Não,Sim,Não,0.0
456,2023-03-23,Candidato_456,Outro,CE,41.0,Mestrado,Saúde,,,Espanhol,9200.0,7900.0,,Sim,Não,0.0
457,2023-08-04,Candidato_457,Outro,,52.0,Graduação,Engenharia,5.4,,Francês,6300.0,5600.0,Não,,Não,0.0
458,2022-09-04,Candidato_458,Masculino,BA,30.0,Ensino Médio,Saúde,3.9,0.0,Alemão,6100.0,5600.0,Não,Não,Não,0.0
459,2022-03-17,,Masculino,CE,64.0,Doutorado,Saúde,1.9,5.0,Espanhol,5000.0,5000.0,Não,,,0.0
460,2022-06-03,Candidato_460,Outro,MG,51.0,Ensino Médio,Tecnologia,8.5,2.0,Espanhol,10700.0,10700.0,Não,Não,Não,0.0
461,2023-10-18,Candidato_461,Masculino,SC,,Tecnólogo,Tecnologia,7.8,2.0,Alemão,6900.0,7800.0,Não,Sim,Não,1.0
462,2023-03-11,Candidato_462,Feminino,SP,53.0,Doutorado,Saúde,4.2,0.0,Espanhol,4700.0,5200.0,Não,Não,Não,1.0
463,2022-03-27,Candidato_463,Feminino,RS,34.0,Doutorado,Recursos Humanos,6.0,4.0,Francês,7400.0,8600.0,Sim,Não,Não,1.0
464,2023-11-28,Candidato_464,Masculino,RS,52.0,Graduação,Administração,,1.0,Espanhol,5700.0,6500.0,Não,Não,Não,1.0
465,2022-10-12,Candidato_465,Feminino,SC,35.0,Tecnólogo,Recursos Humanos,3.0,1.0,Francês,,5600.0,Sim,Sim,Não,0.0
466,2022-08-08,,Masculino,PE,57.0,Mestrado,Tecnologia,8.7,5.0,,7600.0,7100.0,Sim,Sim,Não,1.0
467,2022-03-10,,Outro,SP,39.0,,Recursos Humanos,1.7,0.0,Inglês,10000.0,10000.0,Não,Não,Não,0.0
468,2022-02-16,Candidato_468,Outro,BA,41.0,Graduação,Recursos Humanos,4.4,2.0,Alemão,7200.0,,Sim,Não,Não,1.0
469,2022-04-04,Candidato_469,Feminino,SC,36.0,Ensino Médio,Marketing,5.2,1.0,Francês,5600.0,6500.0,Não,Não,Não,0.0
470,2023-03-29,Candidato_470,Masculino,RS,54.0,Ensino Médio,Marketing,8.3,3.0,Nenhum,6000.0,4900.0,Não,Não,,1.0
471,2022-07-23,,Masculino,RS,56.0,Ensino Médio,Engenharia,,2.0,Alemão,8300.0,7700.0,Não,Sim,,0.0
472,2022-08-06,Candidato_472,Feminino,RS,38.0,Graduação,Financeiro,,5.0,Nenhum,3100.0,3200.0,Não,Não,Não,
473,2023-04-19,Candidato_473,Outro,PR,25.0,Mestrado,Saúde,,3.0,Nenhum,4900.0,4900.0,Sim,Sim,Não,0.0
474,2023-03-08,Candidato_474,Feminino,SC,45.0,Doutorado,,5.0,2.0,Francês,7400.0,7900.0,Sim,Não,,0.0
475,2022-12-07,Candidato_475,Outro,RJ,22.0,Ensino Médio,Engenharia,4.5,2.0,Francês,3600.0,,Não,Não,,1.0
476,2023-07-05,Candidato_476,Masculino,BA,34.0,Mestrado,Saúde,6.2,1.0,Inglês,6400.0,5700.0,Sim,Sim,Não,0.0
477,2023-09-04,Candidato_477,Outro,RS,54.0,Tecnólogo,Recursos Humanos,2.2,,Espanhol,6000.0,,Sim,Não,Não,0.0
478,2022-10-16,Candidato_478,Feminino,MG,53.0,Ensino Médio,Tecnologia,4.2,1.0,Alemão,8800.0,10200.0,Sim,Não,Não,1.0
479,2022-09-11,Candidato_479,Masculino,SC,36.0,Doutorado,Marketing,6.0,3.0,Francês,6500.0,,Não,Não,Não,0.0
480,2022-12-23,Candidato_480,Feminino,,44.0,Tecnólogo,,6.4,1.0,Alemão,9400.0,8600.0,Sim,Não,Não,0.0
481,2022-01-23,Candidato_481,Feminino,SC,51.0,Tecnólogo,Administração,5.3,1.0,Nenhum,7200.0,6900.0,Sim,Sim,Não,0.0
482,2023-06-06,Candidato_482,Outro,BA,28.0,,Recursos Humanos,4.4,0.0,Espanhol,10600.0,9100.0,,Não,Não,0.0
483,2022-04-10,Candidato_483,Feminino,PR,62.0,Ensino Médio,Educação,,2.0,Inglês,4200.0,4200.0,Não,Não,Sim,1.0
484,2022-06-29,Candidato_484,Outro,BA,64.0,Graduação,Marketing,6.5,3.0,Alemão,,10900.0,Sim,Sim,,1.0
485,2022-08-11,Candidato_485,Masculino,SC,29.0,,Recursos Humanos,5.1,4.0,Espanhol,6200.0,6900.0,,Não,Não,1.0
486,2023-10-21,Candidato_486,,RJ,38.0,Doutorado,Financeiro,2.9,2.0,Inglês,9900.0,10700.0,,Sim,Não,0.0
487,2023-03-18,Candidato_487,Masculino,BA,28.0,Doutorado,Financeiro,2.5,3.0,Alemão,9400.0,8100.0,Sim,Não,Não,0.0
488,2023-08-31,Candidato_488,Outro,PR,56.0,,Educação,2.0,3.0,Espanhol,1300.0,1300.0,Não,Não,Não,
489,2022-11-21,Candidato_489,Feminino,PR,45.0,Mestrado,Tecnologia,7.9,2.0,Francês,8000.0,6500.0,Não,Não,Não,
490,2023-05-31,Candidato_490,Outro,BA,22.0,Graduação,Recursos Humanos,6.6,3.0,Alemão,9000.0,7300.0,Não,Sim,Não,0.0
491,2022-01-16,Candidato_491,,DF,34.0,Ensino Médio,Saúde,4.8,0.0,Espanhol,9700.0,9500.0,Não,Sim,Não,
492,2022-12-02,Candidato_492,Masculino,SC,37.0,,,,2.0,Inglês,,4100.0,Não,Não,Não,0.0
493,2022-09-15,Candidato_493,Feminino,DF,58.0,Mestrado,Tecnologia,3.9,,Espanhol,8200.0,,Não,Sim,Não,0.0
494,2023-05-12,Candidato_494,Outro,PE,63.0,Doutorado,Recursos Humanos,7.2,4.0,Francês,7400.0,8100.0,Sim,Não,Não,1.0
495,2022-06-09,Candidato_495,Feminino,SC,29.0,Graduação,Educação,8.8,,Alemão,7900.0,9100.0,Não,Sim,Não,0.0
496,2023-04-20,,Outro,BA,23.0,Ensino Médio,Tecnologia,3.8,2.0,Alemão,9000.0,9900.0,,Não,,0.0
497,2023-10-26,Candidato_497,Outro,SP,34.0,,Marketing,7.3,2.0,Alemão,9300.0,7600.0,Sim,Sim,Não,0.0
498,2023-11-21,Candidato_498,Feminino,BA,36.0,Doutorado,Administração,5.1,2.0,Francês,5700.0,5400.0,Não,Não,,1.0
499,2023-11-06,Candidato_499,Outro,DF,,Mestrado,Tecnologia,4.6,1.0,Inglês,7500.0,6800.0,Sim,Sim,Não,0.0
500,2023-01-15,Candidato_500,Feminino,RJ,61.0,Graduação,Recursos Humanos,8.0,2.0,Alemão,7100.0,6800.0,Sim,Sim,Não,0.0
501,2023-06-29,Candidato_501,Outro,BA,61.0,Mestrado,Marketing,5.0,3.0,Inglês,6500.0,5600.0,Sim,Sim,Não,0.0
502,2023-11-22,Candidato_502,Masculino,BA,49.0,Mestrado,Administração,5.6,1.0,Espanhol,6700.0,5600.0,Não,Sim,Não,0.0
503,2023-03-03,Candidato_503,,,23.0,Graduação,Financeiro,5.5,3.0,Inglês,7400.0,7500.0,,Não,Não,1.0
504,2023-09-05,,Outro,BA,53.0,Graduação,Saúde,1.7,3.0,Inglês,5800.0,6300.0,Sim,Não,Não,0.0
505,2022-09-25,Candidato_505,,,55.0,Ensino Médio,Educação,5.6,1.0,,8800.0,9500.0,Não,Sim,Não,
506,2023-07-31,Candidato_506,Masculino,SP,28.0,Ensino Médio,Recursos Humanos,3.9,1.0,,9500.0,9300.0,Sim,Não,Não,0.0
507,2023-02-21,Candidato_507,Feminino,MG,50.0,Graduação,Recursos Humanos,2.2,,Nenhum,5400.0,5400.0,Sim,Sim,Não,1.0
508,2022-06-17,Candidato_508,Outro,SP,41.0,Tecnólogo,Financeiro,4.0,2.0,Francês,9600.0,9700.0,Sim,Não,Não,1.0
509,2022-02-12,Candidato_509,Masculino,,40.0,Ensino Médio,Saúde,3.9,1.0,Francês,5400.0,5800.0,Não,Sim,Não,0.0
510,2023-07-10,Candidato_510,Outro,,32.0,Tecnólogo,Financeiro,7.1,1.0,Nenhum,8800.0,7200.0,Sim,Não,,0.0
511,2022-10-12,Candidato_511,Feminino,SC,44.0,,Engenharia,2.9,0.0,Espanhol,9600.0,10400.0,Sim,Não,Não,0.0
512,2023-02-01,Candidato_512,Outro,,28.0,Ensino Médio,Financeiro,3.4,2.0,Alemão,6800.0,7000.0,Não,Sim,Não,0.0
513,2022-01-12,,Outro,DF,34.0,Mestrado,Marketing,5.5,3.0,Alemão,5400.0,4700.0,Não,Sim,Não,0.0
514,2023-08-30,Candidato_514,Outro,RS,31.0,Graduação,Administração,2.3,2.0,Espanhol,5800.0,4800.0,Não,Sim,,0.0
515,2022-10-29,,Outro,RJ,44.0,Doutorado,Recursos Humanos,3.7,1.0,Espanhol,7700.0,6500.0,Sim,,Não,1.0
516,2022-09-10,,Masculino,RS,35.0,Tecnólogo,Financeiro,1.7,1.0,Nenhum,10900.0,11000.0,Não,Sim,,0.0
517,2023-05-14,,Masculino,RJ,45.0,Graduação,Recursos Humanos,6.8,4.0,,3600.0,4000.0,Não,Não,Não,
518,2022-02-04,Candidato_518,Feminino,PE,64.0,,Tecnologia,4.4,1.0,Espanhol,7200.0,6700.0,Não,Sim,Sim,0.0
519,2023-12-28,Candidato_519,Masculino,MG,64.0,Ensino Médio,Saúde,5.0,1.0,Francês,6800.0,6500.0,Sim,Não,Não,0.0
520,2022-03-31,Candidato_520,,CE,21.0,Ensino Médio,Financeiro,6.8,3.0,Inglês,,7200.0,Não,Sim,Não,1.0
521,2023-08-28,Candidato_521,Feminino,RS,24.0,Ensino Médio,Administração,3.6,1.0,Alemão,6800.0,6000.0,Não,Não,Não,0.0
522,2023-08-25,,Masculino,PR,62.0,,Marketing,4.4,1.0,,5900.0,5000.0,Não,Não,,0.0
523,2023-02-22,Candidato_523,,DF,52.0,Ensino Médio,Engenharia,2.9,3.0,Alemão,,8900.0,Não,Sim,Não,
524,2022-04-25,Candidato_524,Feminino,BA,26.0,Graduação,Recursos Humanos,2.9,2.0,Nenhum,9700.0,,Não,,Não,1.0
525,2023-09-09,Candidato_525,Feminino,DF,25.0,Ensino Médio,Saúde,3.2,2.0,Inglês,7200.0,7600.0,Sim,Não,Não,0.0
526,2022-07-15,,Feminino,SP,62.0,Mestrado,Educação,4.0,2.0,Alemão,6700.0,6500.0,Sim,Não,Não,0.0
527,2023-05-16,Candidato_527,Outro,CE,34.0,Ensino Médio,,4.2,2.0,Inglês,6000.0,7100.0,Não,Sim,Não,0.0
528,2023-09-18,Candidato_528,Outro,SP,,Doutorado,Educação,5.6,3.0,Nenhum,7200.0,7900.0,Não,Não,Não,0.0
529,2023-05-08,Candidato_529,Feminino,PE,50.0,Mestrado,Administração,3.2,3.0,Espanhol,10700.0,8800.0,Não,,Não,0.0
530,2022-03-16,Candidato_530,Feminino,CE,49.0,Graduação,,5.6,5.0,Alemão,6800.0,7500.0,Sim,Não,Não,0.0
531,2023-02-17,Candidato_531,Feminino,CE,25.0,Graduação,Marketing,6.0,1.0,Inglês,5300.0,,Sim,Não,Não,0.0
532,2023-01-11,Candidato_532,Outro,SP,36.0,Tecnólogo,Marketing,4.1,3.0,Alemão,6200.0,6600.0,Sim,Não,Não,1.0
533,2023-02-24,Candidato_533,Outro,RJ,55.0,,Marketing,3.4,1.0,Alemão,8500.0,7500.0,Sim,Não,Não,1.0
534,2023-12-30,Candidato_534,Masculino,SP,20.0,Tecnólogo,Financeiro,5.2,0.0,Alemão,5600.0,,Não,Sim,Não,0.0
535,2022-10-04,Candidato_535,Masculino,DF,22.0,Mestrado,,4.6,2.0,Francês,,6400.0,,Sim,Não,0.0
536,2023-11-07,Candidato_536,Feminino,RJ,,Mestrado,Administração,5.4,3.0,Inglês,7900.0,9100.0,Não,Sim,Não,0.0
537,2023-01-29,Candidato_537,Outro,DF,64.0,Doutorado,Saúde,8.1,1.0,Inglês,5700.0,5300.0,,Sim,Não,0.0
538,2023-04-02,Candidato_538,Outro,PE,63.0,Tecnólogo,,5.1,4.0,Alemão,3500.0,,Sim,Não,Não,0.0
539,2022-07-11,Candidato_539,Outro,BA,48.0,Doutorado,Marketing,3.7,1.0,,4900.0,4500.0,Não,Sim,,0.0
540,2023-11-20,Candidato_540,,SC,,Mestrado,,3.2,0.0,Alemão,5300.0,6200.0,Sim,,Não,
541,2022-04-09,Candidato_541,Masculino,,49.0,Graduação,Marketing,3.3,2.0,Francês,6500.0,,Sim,Não,Não,
542,2023-07-02,Candidato_542,Feminino,PE,39.0,Mestrado,Educação,,0.0,Nenhum,7100.0,6400.0,Não,Sim,Não,1.0
543,2022-04-06,Candidato_543,Masculino,PR,46.0,Doutorado,Educação,6.9,4.0,Francês,8600.0,10100.0,Sim,Sim,Não,1.0
544,2023-10-26,Candidato_544,Masculino,PE,39.0,Tecnólogo,,0.5,1.0,Espanhol,4500.0,4200.0,Sim,Não,Não,0.0
545,2023-10-25,Candidato_545,Feminino,SP,60.0,Tecnólogo,Administração,6.0,2.0,Alemão,8400.0,,,Sim,Não,0.0
546,2022-07-09,Candidato_546,Masculino,,20.0,Doutorado,Marketing,3.3,1.0,Inglês,6300.0,6900.0,,Sim,Não,0.0
547,2022-02-06,Candidato_547,Masculino,SC,27.0,,Educação,4.0,1.0,Alemão,3400.0,2800.0,Sim,Não,Não,1.0
548,2023-01-04,Candidato_548,Outro,,59.0,,Tecnologia,3.2,1.0,Espanhol,7000.0,8300.0,Não,Não,Não,0.0
549,2023-11-26,Candidato_549,Masculino,MG,,Graduação,Tecnologia,,2.0,Inglês,9600.0,9000.0,Sim,Não,Não,0.0
550,2023-06-09,,,BA,33.0,Graduação,Marketing,5.0,1.0,Francês,8800.0,7700.0,Sim,Não,Não,0.0
551,2022-10-06,Candidato_551,Feminino,SP,29.0,Graduação,Financeiro,6.6,2.0,Nenhum,6800.0,7800.0,Não,Não,Não,0.0
552,2022-08-05,Candidato_552,Masculino,SC,19.0,Tecnólogo,,,3.0,Nenhum,,10100.0,Sim,Não,Não,0.0
553,2022-09-30,Candidato_553,Outro,BA,,Tecnólogo,,5.3,4.0,Alemão,7400.0,6200.0,Não,Sim,,0.0
554,2022-03-03,Candidato_554,Outro,PE,41.0,Mestrado,Administração,2.6,2.0,Francês,9000.0,,Sim,Sim,Não,0.0
555,2023-08-19,Candidato_555,Masculino,PE,52.0,Mestrado,Administração,4.6,2.0,Espanhol,,4000.0,Sim,Sim,Não,0.0
556,2023-12-30,Candidato_556,Masculino,,47.0,Graduação,Financeiro,3.5,,,4500.0,3700.0,Não,Não,Não,0.0
557,2022-12-08,Candidato_557,Feminino,SC,47.0,Ensino Médio,Recursos Humanos,4.0,3.0,Francês,8500.0,9900.0,Não,Não,Não,
558,2023-02-01,Candidato_558,Masculino,SP,64.0,Mestrado,Administração,4.8,2.0,Alemão,10100.0,11100.0,Sim,Sim,Não,1.0
559,2023-11-30,Candidato_559,Outro,MG,52.0,Mestrado,Recursos Humanos,4.7,3.0,Inglês,7800.0,7300.0,Não,Sim,Não,0.0
560,2022-01-19,Candidato_560,Masculino,,36.0,Tecnólogo,Engenharia,5.8,1.0,Alemão,6000.0,5700.0,Sim,Sim,Não,0.0
561,2022-06-26,Candidato_561,,MG,25.0,Ensino Médio,Marketing,6.1,4.0,Alemão,5300.0,5300.0,Não,Não,Sim,0.0
562,2023-09-04,,Feminino,PE,43.0,Graduação,,4.7,0.0,Francês,6400.0,6000.0,Sim,Sim,Não,
563,2023-01-31,Candidato_563,,,57.0,Mestrado,Tecnologia,5.8,5.0,Nenhum,,,Sim,Sim,Não,0.0
564,2023-03-21,Candidato_564,Feminino,BA,24.0,Ensino Médio,Educação,3.9,2.0,Francês,6300.0,,Sim,Sim,Não,0.0
565,2022-08-21,Candidato_565,Feminino,RS,47.0,Ensino Médio,Recursos Humanos,,1.0,Inglês,9100.0,9400.0,Sim,Não,Não,0.0
566,2022-03-17,Candidato_566,Masculino,BA,24.0,Graduação,Recursos Humanos,3.9,1.0,Francês,8300.0,8100.0,,Sim,Não,0.0
567,2022-09-22,Candidato_567,,PE,20.0,Ensino Médio,Saúde,7.4,1.0,Espanhol,10400.0,9200.0,Não,,Não,0.0
568,2023-03-31,Candidato_568,Masculino,DF,18.0,Ensino Médio,Financeiro,2.0,,Alemão,7400.0,,Não,Não,Não,0.0
569,2023-12-19,,Masculino,RS,53.0,Ensino Médio,Saúde,4.2,1.0,Nenhum,6900.0,7400.0,Sim,Não,Não,
570,2023-01-19,Candidato_570,Feminino,RS,42.0,Mestrado,Administração,4.3,4.0,Inglês,9200.0,9900.0,Sim,Não,Não,1.0
571,2023-07-18,Candidato_571,Outro,MG,54.0,Graduação,,,3.0,Alemão,,4100.0,Não,Não,Não,1.0
572,2023-05-21,Candidato_572,Masculino,SC,,,Saúde,6.7,0.0,Francês,6100.0,7100.0,Não,Não,Não,0.0
573,2023-01-02,Candidato_573,Outro,MG,,,Engenharia,2.5,2.0,Espanhol,3600.0,3400.0,Não,Sim,,1.0
574,2022-05-24,Candidato_574,Masculino,MG,54.0,Mestrado,Recursos Humanos,2.8,0.0,Francês,4500.0,,Não,Sim,Não,0.0
575,2022-03-10,Candidato_575,Masculino,DF,30.0,Graduação,Tecnologia,2.2,0.0,Alemão,10800.0,11900.0,Não,Não,Não,0.0
